ID;Name;Träger;Ort;Kreis;Adresse;Telefon;E-Mail;Website;Geschäftsführung;GF-Quelle;Einrichtungsleitung;EL-Quelle;Facebook;Instagram;LinkedIn;YouTube;Social Media (alle);Newsletter;Qualität;Quellen/Hinweise
163;Multikulturelles Seniorenzentrum / Haus am Sandberg;DRK Nordrhein gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Kirchstr 28g, 47198 Duisburg;02066/99700;ralf.krause@drk-nordrhein.de;https://www.drk-haus-am-sandberg.de;Peter Henrichfreise, Florian Kulik, Concept Gmb;impressum:https://www.drk-seniorenzentrum-am-sandberg.de/impressum;Herr Ralf Krause;api:ansprechpartner;https://facebook.com/DRK-Seniorenzentrum-Haus-am-Sandberg-200732736614056;;;;facebook: https://facebook.com/DRK-Seniorenzentrum-Haus-am-Sandberg-200732736614056;;complete;tel:api | mail:api | addr:api
9782;Peter-Kuhn-Haus AP;Evangelische Dienste Duisburg gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Bonhoefferstr. 22, 47138 Duisburg;0203/4101009;info@cwdu.de;https://www.cwdu.de;Petra Rathofer;impressum:https://edd.de/impressum/;Frau Gabriele Poje-Jaeger;api:ansprechpartner;https://facebook.com/profile.php?id=100091768311253;;;https://youtube.com/@evangelischediensteduisburg;facebook: https://facebook.com/profile.php?id=100091768311253 | youtube: https://youtube.com/@evangelischediensteduisburg;;complete;tel:api | mail:api | addr:api
376;Pro Seniore Domizil Duisburg-Rheinhausen;;Duisburg;Kreisfreie Stadt Duisburg;Flutweg 1, 47228 Duisburg;0 20 65 92 89-0;duisburg@pro-seniore.com;https://duisburg.pro-seniore.de;Martin Greguletz;websearch-impressum:https://seniorenresidenz-in-der-naehe.de/impressum/;Frau Simone Schornstein;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
33176;Sehende Hände - Einrichtung für Blinde und stark Sehbehinderte im Peter-Kuhn-Haus;Evangelische Dienste Duisburg gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Bonhoefferstraße 22, 47138 Duisburg;0203/4101009;info@cwdu.de;https://www.cwdu.de;Petra Rathofer;impressum:https://edd.de/impressum/;Frau Gabriele Poje-Jaeger;api:ansprechpartner;https://facebook.com/profile.php?id=100091768311253;;;https://youtube.com/@evangelischediensteduisburg;facebook: https://facebook.com/profile.php?id=100091768311253 | youtube: https://youtube.com/@evangelischediensteduisburg;;complete;tel:api | mail:api | addr:api
33854;"Senioren-Residenz ""Am Diergardtpark""";Alloheim Senioren-Residenzen SE;Duisburg;Kreisfreie Stadt Duisburg;Bergheimer Str. 170, 47228 Duisburg;02065 9884-500;duisburg@cms-verbund.de;https://www.alloheim.de;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.alloheim.de/impressum;Nicole Gombert;api:ansprechpartner;https://facebook.com/AlloheimSE;;https://de.linkedin.com/company/alloheim-senioren-residenzen-se;;facebook: https://facebook.com/AlloheimSE | linkedin: https://de.linkedin.com/company/alloheim-senioren-residenzen-se | xing: https://xing.com/pages/alloheimsenioren-residenzense;;complete;tel:api | mail:api | addr:api
30539;Seniorenzentrum Alte Emscher;Evangelische Dienste Duisburg gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Flottenstrasse 59 - 59a, 47139 Duisburg;0203 410-0;mpg@edd.de;https://edd.de/pflegen/stationaere-pflege/seniorenzentrum-alte-emscher/;Petra Rathofer;impressum:https://edd.de/impressum/;Nicht ermittelt;none;https://facebook.com/profile.php?id=100091768311253;;;https://youtube.com/@evangelischediensteduisburg;facebook: https://facebook.com/profile.php?id=100091768311253 | youtube: https://youtube.com/@evangelischediensteduisburg;;complete;tel:web(mistral) | mail:web(mistral) | addr:api
2568;Seniorenzentrum Feldstraße;GeSoB Gmbh & Co. KG;Duisburg;Kreisfreie Stadt Duisburg;Feldstraße 19, 47198 Duisburg;02066 / 4180 - 800;info@seniorenzentrum-feldstrasse.de;https://www.gesob-gmbh.de;Dr. Günter Winter;impressum:https://www.gesob-gmbh.de/impressum/;Frau Linda Hartmann;api:ansprechpartner;https://facebook.com/p/Gesob-GmbH-Co-KG-100083511062866;;;;facebook: https://facebook.com/p/Gesob-GmbH-Co-KG-100083511062866;;complete;tel:api | mail:api | addr:api
1218;Seniorenzentrum Haus Marxloh;;Duisburg;Kreisfreie Stadt Duisburg;Kaiser-Wilhelm-Str 233, 47169 Duisburg;0203 5443 99 - 0;u.padberg@sz-haus-marxloh.de;https://www.sz-haus-marxloh.de;Lutz Solzbacher;impressum:sz-haus-marxloh.de;Frau Ursula Padberg;api:ansprechpartner;https://facebook.com/procuritasGmbH;;https://linkedin.com/company/procuritas-gmbh;;facebook: https://facebook.com/procuritasGmbH | linkedin: https://linkedin.com/company/procuritas-gmbh;;complete;tel:api | mail:api | addr:api
1243;Seniorenzentrum Haus am Biegerpark;;Duisburg;Kreisfreie Stadt Duisburg;Düsseldorfer Landstraße 132, 47249 Duisburg;0203 55 580 500;info@sz-haus-am-biegerpark.de;https://www.sz-haus-am-biegerpark.de;Lutz Solzbacher;impressum:sz-haus-am-biegerpark.de;Frau Andrea Knies;api:ansprechpartner;https://facebook.com/procuritasGmbH;;https://linkedin.com/company/procuritas-gmbh;;facebook: https://facebook.com/procuritasGmbH | linkedin: https://linkedin.com/company/procuritas-gmbh;;complete;tel:api | mail:api | addr:api
1217;Seniorenzentrum Haus am See;;Duisburg;Kreisfreie Stadt Duisburg;Masurenallee 255, 47279 Duisburg;0203 994 23 - 0;VerwaltungHausamSee@sz-haus-am-see.de;https://www.sz-haus-am-see.de;Lutz Solzbacher;impressum:sz-haus-am-see.de;Frau Jutta Feierabend und Frau Silke Michel;api:ansprechpartner;https://facebook.com/procuritasGmbH;;https://linkedin.com/company/procuritas-gmbh;;facebook: https://facebook.com/procuritasGmbH | linkedin: https://linkedin.com/company/procuritas-gmbh;;complete;tel:api | mail:api | addr:api
2567;Seniorenzentrum Homberg;GeSoB Gmbh & Co. KG;Duisburg;Kreisfreie Stadt Duisburg;Zechenstr. 50, 47198 Duisburg;02066-4180-0;info@seniorenzentrum-homberg.de;https://www.gesob-gmbh.de;Dr. Günter Winter;impressum:https://www.gesob-gmbh.de/impressum/;Frau Linda Hartmann;api:ansprechpartner;https://facebook.com/p/Gesob-GmbH-Co-KG-100083511062866;;;;facebook: https://facebook.com/p/Gesob-GmbH-Co-KG-100083511062866;;complete;tel:api | mail:api | addr:api
1158;Seniorenzentrum Jupiterstraße;;Duisburg;Kreisfreie Stadt Duisburg;Jupiterstr. 28, 47179 Duisburg;0800 5513010;zbm@stellavitalis.de;https://www.stellavitalis.de;Axel Hölzer;impressum:https://www.stellavitalis.de/impressum/;Zentrales Belegungsmanagement;api:ansprechpartner;https://facebook.com/stellavitalisgmbh;;;;facebook: https://facebook.com/stellavitalisgmbh;;complete;tel:api | mail:api | addr:api
2578;Seniorenzentrum Karl-Jarres-Straße;AWO Bezirksverband Niederrhein e.V;Duisburg;Kreisfreie Stadt Duisburg;Karl-Jarres-Str 100-104, 47053 Duisburg;0203 3095-5570;seniorenberatung@awo-duisburg.de;https://www.awo-seniorendienste-nr.de;Britta Altenkamp, Elisabeth Müller-Witt, Uwe Hesse, Klaus Wehling, Kerstin Hartmann;impressum:https://www.awo-nr.de/dienste-einrichtungen/senioren-pflege-betreuung/impressum?type=rss%2525252f%2525252f%27A%3D0;Frau Petra Lattenkamp;api:ansprechpartner;https://facebook.com/AWOSeniorendiensteNiederrhein;;https://linkedin.com/company/awo-seniorendienste-niederrhein;;facebook: https://facebook.com/AWOSeniorendiensteNiederrhein | linkedin: https://linkedin.com/company/awo-seniorendienste-niederrhein | xing: https://xing.com/pages/awo-seniorendienste-niederrhein-ggmbh;;complete;tel:api | mail:api | addr:api
11999;Seniorenzentrum Röttgersbach;Evangelische Dienste Duisburg gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Schlachthofstr. 95, 47167 Duisburg;0203/4101009;info@cwdu.de;https://www.cwdu.de;Petra Rathofer;impressum:https://edd.de/impressum/;Frau Gabriele Poje-Jaeger;api:ansprechpartner;https://facebook.com/profile.php?id=100091768311253;;;https://youtube.com/@evangelischediensteduisburg;facebook: https://facebook.com/profile.php?id=100091768311253 | youtube: https://youtube.com/@evangelischediensteduisburg;;complete;tel:api | mail:api | addr:api
942;Seniorenzentrum am Altenbrucher Damm;Evangelische Dienste Duisburg gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Altenbrucher Damm 8, 47249 Duisburg;0203/7979121;manuela.lappeneit@cwdu.de;https://www.cwdu.de;Petra Rathofer;impressum:https://edd.de/impressum/;Frau Manuela Lappeneit;api:ansprechpartner;https://facebook.com/profile.php?id=100091768311253;;;https://youtube.com/@evangelischediensteduisburg;facebook: https://facebook.com/profile.php?id=100091768311253 | youtube: https://youtube.com/@evangelischediensteduisburg;;complete;tel:api | mail:api | addr:api
19356;Seniorenzentrum am Landschaftspark;Evangelische Dienste Duisburg gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Bronkhorststraße 132, 47137 Duisburg;0203/4101009;info@edd.de;https://www.edd.de;Petra Rathofer;impressum:https://edd.de/impressum/;Frau Gabriele Poje-Jaeger;api:ansprechpartner;https://facebook.com/profile.php?id=100091768311253;;;https://youtube.com/@evangelischediensteduisburg;facebook: https://facebook.com/profile.php?id=100091768311253 | youtube: https://youtube.com/@evangelischediensteduisburg;;complete;tel:api | mail:api | addr:api
33908;Seniorenzentrum im Bonhoefferpark;Evangelische Dienste Duisburg gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Bonhoefferstr. 15 15, 47138 Duisburg;0203 410 1009;gabi.poje-jaeger@cwdu.de;https://www.edd.de;Petra Rathofer;impressum:https://edd.de/impressum/;Frau Poje-Jäger;api:ansprechpartner;https://facebook.com/profile.php?id=100091768311253;;;https://youtube.com/@evangelischediensteduisburg;facebook: https://facebook.com/profile.php?id=100091768311253 | youtube: https://youtube.com/@evangelischediensteduisburg;;complete;tel:api | mail:api | addr:api
9785;Sprechende Hände - Einrichtung für Gehörlose im Peter-Kuhn-Haus;Evangelische Dienste Duisburg gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Bonhoefferstr. 22, 47138 Duisburg;0203/4101009;info@cwdu.de;https://www.cwdu.de;Petra Rathofer;impressum:https://edd.de/impressum/;Frau Gabriele Poje-Jaeger;api:ansprechpartner;https://facebook.com/profile.php?id=100091768311253;;;https://youtube.com/@evangelischediensteduisburg;facebook: https://facebook.com/profile.php?id=100091768311253 | youtube: https://youtube.com/@evangelischediensteduisburg;;complete;tel:api | mail:api | addr:api
1016;St. Elisabeth Quartier;Contilia GmbH;Duisburg;Kreisfreie Stadt Duisburg;Biesenstr 22-26, 47137 Duisburg;0203/45033-20;c.menzel@contilia.de;https://www.contilia.de;Dr. Dirk Albrecht, Jens Egert;impressum:https://www.contilia.de/impressum.html;Christoph Menzel;api:ansprechpartner;https://facebook.com/contilia;;;;facebook: https://facebook.com/contilia;;complete;tel:api | mail:api | addr:api
11206;St. Elisabeth Quartier - Haus 2;Contilia GmbH;Duisburg;Kreisfreie Stadt Duisburg;Biesenstr. 22-26, 47137 Duisburg;0203/45033-23;ca.müller@contilia.de;https://www.contilia.de;Dr. Dirk Albrecht, Jens Egert;impressum:https://www.contilia.de/impressum.html;Carina Müller;api:ansprechpartner;https://facebook.com/contilia;;;;facebook: https://facebook.com/contilia;;complete;tel:api | mail:api | addr:api
2046;Wichernheim Walsum;Evangelische Dienste Duisburg gGmbH;Duisburg;Kreisfreie Stadt Duisburg;Overbruchstr 88, 47178 Duisburg;02034101009;kerstin.rozek@cwbg.de;https://www.edd.de;Petra Rathofer;impressum:https://edd.de/impressum/;Kerstin Rozek;api:ansprechpartner;https://facebook.com/profile.php?id=100091768311253;;;https://youtube.com/@evangelischediensteduisburg;facebook: https://facebook.com/profile.php?id=100091768311253 | youtube: https://youtube.com/@evangelischediensteduisburg;;complete;tel:api | mail:api | addr:api
12052;Wohnstift Walter Cordes am Röttgersbach gGmbH;;Duisburg;Kreisfreie Stadt Duisburg;Fahrnerstr. 125, 47169 Duisburg;0203 508 1670;wolfgang.heling@evkln.de;https://www.klinikum-niederrhein.de;Nicht ermittelt;none;Herr Wolfgang Heling;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
11933;Elisenstift Humfeld;;Dörentrup;Kreis Lippe;Bundesstraße 54, 32694 Dörentrup;05265/7370;wenzel@elisenstift.de;https://www.elisenstift.de/impressum/;Karkoschka Jutta, Wenzel Bundesstraße;websearch-impressum:https://www.elisenstift.de/impressum/;Jutta Wenzel;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
499;Altenpflegeheim Haus am Park;Altenpflegeheim Haus am Park GmbH;Dülmen;Kreis Coesfeld;Halterner Str. 59, 48249 Dülmen;02594 / 967-0;info@hausampark-duelmen.de;https://www.hausampark-duelmen.com;Heinz Dieter Urban, Rachel Urban;websearch-snippet:https://www.hausampark-duelmen.de/global/impressum.php;Nicht ermittelt;none;;;;;;;complete;tel:api | mail:api | addr:api
549;Altenwohnheim Heilig-Geist-Stiftung;Zuhause im Clara-Stift Seppenrade Altenzentrum Clara-Stift gGmbH;Dülmen;Kreis Coesfeld;Mühlenweg 38, 48249 Dülmen;02594958200;a.kielmann@heilig-geist-stiftung.de;https://heilig-geist-stiftung.de;Thorsten Pieper, Stephan Chilla;impressum:https://heilig-geist-stiftung.de/impressum/;Andrea Kielmann;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
515;Annengarten - Seniorenwohnanlage Buldern;;Dülmen;Kreis Coesfeld;Krummer Timpen 2a, 48249 Dülmen;02590/943920;annengarten@web.de;;Nicht ermittelt;none;Herr Rafael Borgmann;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
538;Ev. Altenhilfezentrum im Schlosspark zu Dülmen gGmbH;Evangelisches Altenhilfezentrum im Schloßpark zu Dülmen gGmbH;Dülmen;Kreis Coesfeld;Vollenstr. 12, 48249 Dülmen;02594/7880;info@altenhilfezentrum-duelmen.de;https://www.altenhilfezentrum-duelmen.de;Frank Hinkelmann, Benjamin Hestermann;impressum:https://altenhilfezentrum-duelmen.de/impressum;Andrea Eveld;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
7610;Haus Jakob Anna-Katharinenstift Karthaus;TEAM GmbH;Dülmen;Kreis Coesfeld;Weddern 14, 48249 Dülmen;02594 968-165;aufnahme@akstift.de;https://www.anna-katharinenstift.de;Nicht ermittelt;none;Daniela Lücke;api:ansprechpartner;https://facebook.com/akstift;;;;facebook: https://facebook.com/akstift;;complete;tel:api | mail:api | addr:api
28476;Maria-Ludwig-Stift, Alexianer Misericordia;Alexianer Misericordia GmbH;Dülmen;Kreis Coesfeld;Coesfelder Straße 120, 48249 Dülmen;0259495746153;u.schmitz@alexianer.de;https://www.raphaelsklinik.de/leistungen/pflegeheim-maria-ludwig-stift;Maik Büscher;impressum:https://www.raphaelsklinik.de/impressum;Herr Uwe Schmitz;api:ansprechpartner;https://facebook.com/Alexianer.Krankenhaeuser.MS;;https://linkedin.com/company/clemenshospital-und-raphaelsklinik;https://youtube.com/user/Raphaelsklinik;facebook: https://facebook.com/Alexianer.Krankenhaeuser.MS | linkedin: https://linkedin.com/company/clemenshospital-und-raphaelsklinik | youtube: https://youtube.com/user/Raphaelsklinik;;complete;tel:api | mail:api | addr:api
378;Pro Seniore Residenz Marienhof;;Dülmen;Kreis Coesfeld;An der Eisenhütte 3-5, 48249 Dülmen;0 25 94 9 72-0;duelmen@pro-seniore.com;https://duelmen.pro-seniore.de;Nicht ermittelt;none;Frau Maike Eichhorst;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
1774;Seniorenpark Münsterland;Seniorenpark Münsterland GmbH;Dülmen;Kreis Coesfeld;Neustr. 23, 48249 Dülmen;02590-911-0;info@seniorenpark-muensterland.de;https://www.seniorenpark-muensterland.de;Gudrun Gellenbeck, Name der Bank, Sparkasse Westmünsterland, St. Gottfried, Kappenberg Gmb;impressum:https://www.seniorenpark-muensterland.de/impressum;Kathrin Böcker;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
401;Alten- und Pflegeheim Haus Katharina;;Düren;Kreis Düren;Lourdesstraße 18, 52353 Düren;02465/9906-0;info@hk-inden.de;https://www.hk-inden.de;Katja Heck;impressum:https://www.pflegeheim-dueren.de/impressum/;Susanne Kiefer-Drubel;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
2082;Alten- und Pflegezentrum St. Nikolaus;Caritasverband für die Region Düren-Jülich e.V;Düren;Kreis Düren;Dr.-Overhues-Allee 42, 52355 Düren;02421/6993001;einzug.st.nikolaus@caritas-dn.de;https://www.caritasverband-dueren.de;Dirk Hucko, Marcus Mauel;impressum:https://www.caritasverband-dueren.de/impressum;Frau Esther Bücker;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v.;;complete;tel:api | mail:api | addr:api
19371;Alten- und Pflegezentrum St. Teresa;Caritasverband für die Region Düren-Jülich e.V;Düren;Kreis Düren;Dr. Overhues- Allee 44, 52355 Düren;02421-6999302;einzug.st.teresa@caritas-dn.de;https://www.caritasverband-dueren.de;Dirk Hucko, Marcus Mauel;impressum:https://www.caritasverband-dueren.de/impressum;Frau Jessica Müller;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v.;;complete;tel:api | mail:api | addr:api
528;Anna-Schoeller-Haus;;Düren;Kreis Düren;Roonstr 8, 52351 Düren;24213982006;jdecker@rbv-dueren.de;https://www.rbv-dueren.de;Birgit Schulz, David Musgrave;impressum:https://www.rbv-dueren.de/impressum;Herr Jörn Decker;api:ansprechpartner;https://facebook.com/RBV1886;;;;facebook: https://facebook.com/RBV1886;;complete;tel:api | mail:api | addr:api
7425;Cellitinnen-Seniorenhaus  Marienkloster;;Düren;Kreis Düren;Kreuzauer Str. 211, 52355 Düren;02421/555333;pflegeberatung-dn@cellitinnen.de;https://www.cellitinnen.de;Thomas Gäde, Alexander Holubars, Gunnar Schneider;impressum:cellitinnen.de;Eileen Hentz;api:ansprechpartner;;;;https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;youtube: https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;;complete;tel:api | mail:api | addr:api
7423;Cellitinnen-Seniorenhaus St Ritastift;;Düren;Kreis Düren;Rütger-von-Scheven-Str. 81, 52349 Düren;02421/555333;pflegeberatung-dn@cellitinnen.de;https://www.cellitinnen.de;Thomas Gäde, Alexander Holubars, Gunnar Schneider;impressum:cellitinnen.de;Eileen Hentz;api:ansprechpartner;;;;https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;youtube: https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;;complete;tel:api | mail:api | addr:api
7437;Cellitinnen-Seniorenhaus St. Gertrud;;Düren;Kreis Düren;Kölnstr. 62, 52351 Düren;02421/555333;pflegeberatung-dn@cellititnnen.de;https://www.cellitinnen.de;Thomas Gäde, Alexander Holubars, Gunnar Schneider;impressum:cellitinnen.de;Eileen Hentz;api:ansprechpartner;;;;https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;youtube: https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;;complete;tel:api | mail:api | addr:api
7424;Cellitinnen-Seniorenhaus St. Ritastift/ Kurzzeitpflege;;Düren;Kreis Düren;Rütger-von-Scheven-Str. 81, 52349 Düren;02421/555333;pflegeberatung-dn@cellititnnen.de;https://www.cellitinnen.de;Thomas Gäde, Alexander Holubars, Gunnar Schneider;impressum:cellitinnen.de;Eileen Hentz;api:ansprechpartner;;;;https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;youtube: https://youtube.com/channel/UCHr7s5HQXpAEtbnskJMJ7Vg;;complete;tel:api | mail:api | addr:api
12347;Haus St. Anna  Stiftung;;Düren;Kreis Düren;Waisenhausstr. 8, 52349 Düren;02421/2842-13;info@haus-sankt-anna.de;;Hans-Otto von Danwitz;websearch-impressum:https://haus-st-anna.de/impressum/;Nicht ermittelt;none;;;;;;;complete;tel:web(mistral) | mail:web(mistral) | addr:api
18746;Hermann-Koch-Seniorenzentrum;AWO GESA GmbH;Düren;Kreis Düren;Im Weyerfeld 1, 52349 Düren;02421/593-0;dueren-weyerfeld@awo-mittelrhein.de;https://www.awo-dueren-weyerfeld.de/home/;Sabine von Homeyer, Boris Hammerschmitt;impressum:awo-dueren-weyerfeld.de;Kira Klein, Christoph Müllejans;api:ansprechpartner;https://facebook.com/gesa.awo;;https://linkedin.com/company/awo-mittelrhein-gesa-gmbh;;facebook: https://facebook.com/gesa.awo | linkedin: https://linkedin.com/company/awo-mittelrhein-gesa-gmbh;;complete;tel:api | mail:api | addr:api
18748;Josef Vosen AWO Zentrum;Instandhaltung GmbH;Düren;Kreis Düren;Am Dürener Weg 8, 52355 Düren;02421 963-0;josef-vosen-zd@awo-mittelrhein.de;https://www.gesa.de;Schönfelder Gmb;impressum:https://www.gesa.de/de/impressum/;Mirjam Hackenberg;web(mistral);https://facebook.com/people/Gesa-Hygiene-Gruppe/100057270342159;;https://linkedin.com/company/gesa-hygiene-gruppe;;facebook: https://facebook.com/people/Gesa-Hygiene-Gruppe/100057270342159 | linkedin: https://linkedin.com/company/gesa-hygiene-gruppe;;complete;tel:api | mail:api | addr:api
23445;Schenkel-Schoeller-Stift (Vollstationär);;Düren;Kreis Düren;Von-Aue-Straße 7, 52355 Düren;02421/596145;info@schenkel-schoeller.de;https://www.schenkel-schoeller.de/;Leiterin der Einrichtungen, Schoeller-Stifts Von-Aue;impressum:https://www.schenkel-schoeller.de/impressum.html;Frau Agathe Thiem;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
22695;Senioren-Park carpe diem Düren;;Düren;Kreis Düren;Neue Jülicher Straße 52, 52353 Düren;02421/3055-0;dueren@senioren-park.de;https://www.senioren-park.de;Jan C. Schreiter, Thomas Goetz, Martin Niggehoff, Ewa Woroch;impressum:https://www.senioren-park.de/Impressum#Datenschutz;Nicht ermittelt;none;https://facebook.com/SPcarpediem;;;;facebook: https://facebook.com/SPcarpediem;;complete;tel:api | mail:api | addr:api
2762;Seniorenzentrum Düren;Seniorenzentrum Düren gGmbH;Düren;Kreis Düren;Akazienstr. 1 b, 52353 Düren;02421/ 805-8000;szd.birkesdorf@ct-west.de;https://www.seniorenzentrum-dueren.de;Jennifer Krösin;impressum:https://www.seniorenzentrum-dueren.de/impressum;Frau Jennifer Krösin;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
26371;Solitäre Kurzzeitpflege carpe diem Düren;;Düren;Kreis Düren;Neue Jülicher Straße 48, 52353 Düren;0242130550;dueren@senioren-park.de;https://www.senioren-park.de;Jan C. Schreiter, Thomas Goetz, Martin Niggehoff, Ewa Woroch;impressum:https://www.senioren-park.de/Impressum#Datenschutz;Melanie Adler;web(mistral);https://facebook.com/SPcarpediem;;;;facebook: https://facebook.com/SPcarpediem;;complete;tel:api | mail:api | addr:api
22093;St. Marien - Hospital Kurzzeitpflege;;Düren;Kreis Düren;Hospitalstrasse 44, 52353 Düren;02421/8056190;kzp.birkesdorf@ct-west.de;;Annika Butzen;websearch-impressum:https://www.marien-hospital-dueren.de/impressum;Frau Elke Zilken;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
9744;Wohnanlage  Am Holzbendenpark;;Düren;Kreis Düren;Stürtzstr. 33, 52349 Düren;02464 9086603;alexandra.kotzott@compassio.de;https://www.compassio.de;Christopher Nolde, Dr. Florian Frensch, Oliver Jaenicke, Johannes Knake;impressum:https://www.compassio.de/impressum/;Kotzott Alexandra;api:ansprechpartner;https://facebook.com/compassiopflege;;https://linkedin.com/company/compassio-lebensraeume-pflege;https://youtube.com/@compassiopflege;facebook: https://facebook.com/compassiopflege | linkedin: https://linkedin.com/company/compassio-lebensraeume-pflege | youtube: https://youtube.com/@compassiopflege | xing: https://xing.com/pages/compassio;;complete;tel:api | mail:api | addr:api
22062;Wohnanlage  Am Wingert;;Düren;Kreis Düren;Am Wingert 17, 52355 Düren;02464 9086603;alexandra.kotzott@compassio.de;https://www.compassio.de;Christopher Nolde, Dr. Florian Frensch, Oliver Jaenicke, Johannes Knake;impressum:https://www.compassio.de/impressum/;Kotzott Alexandra;api:ansprechpartner;https://facebook.com/compassiopflege;;https://linkedin.com/company/compassio-lebensraeume-pflege;https://youtube.com/@compassiopflege;facebook: https://facebook.com/compassiopflege | linkedin: https://linkedin.com/company/compassio-lebensraeume-pflege | youtube: https://youtube.com/@compassiopflege | xing: https://xing.com/pages/compassio;;complete;tel:api | mail:api | addr:api
25239;"Alloheim Seniorenresidenz ""Am Quellenbusch""";Alloheim Senioren-Residenzen SE;Düsseldorf;Landeshauptstadt Düsseldorf;Cottbusser Straße 120, 40625 Düsseldorf;021154204000;duesseldorf-quellenbusch@alloheim.de;https://www.alloheim.de;Dr. Steffen Hehner, Carolin Behrendt, Petra Groth, Dr. Christian Mayer, Christoph Mosler, Thomas Rietz, Philipp Schuh;impressum:https://www.alloheim.de/impressum;Frau Heike Gill;api:ansprechpartner;https://facebook.com/AlloheimSE;;https://de.linkedin.com/company/alloheim-senioren-residenzen-se;;facebook: https://facebook.com/AlloheimSE | linkedin: https://de.linkedin.com/company/alloheim-senioren-residenzen-se | xing: https://xing.com/pages/alloheimsenioren-residenzense;;complete;tel:api | mail:api | addr:api
832;Altenheim St. Antonius GmbH;Alexianer GRT GmbH;Düsseldorf;Landeshauptstadt Düsseldorf;Am Schönenkamp 149, 40599 Düsseldorf;0211-877499187;gabriele.heller@alexianer-rheinland.de;https://www.alexianer-rheinland.de;Dr. Daniela Kreuzberg;impressum:https://www.alexianer-rheinland.de/impressum;Gabriele Heller;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
177;Altenzentrum St. Hubertusstift;Caritasverband für die Stadt Köln e.V;Düsseldorf;Landeshauptstadt Düsseldorf;Neusser Str 25, 40219 Düsseldorf;0211 1602 1350;monika.preuschoff@caritas-duesseldorf.de;https://caritas.erzbistum-koeln.de/duesseldorf-cv/betreuung_pflege_senioren/altenzentren/hubertusstift/;Markus Peters, Markus Nikolaus, Finanzvorstand Autor, Ellen Bertke;impressum:https://www.caritas-koeln.de/impressum/;Pflegeberatung Caritasverband Düsseldorf;api:ansprechpartner;;;;;;https://www.caritasnet.de/themen/behinderung-inklusion/newsletter/;complete;tel:api | mail:api | addr:api
28181;CAZ St. Josef Suchtbereich;Caritasverband für die Stadt Köln e.V;Düsseldorf;Landeshauptstadt Düsseldorf;Schmiedestr. 16, 40227 Düsseldorf;0211 1602-1351;sabine.dettmer@caritas-duesseldorf.de;https://caritas.erzbistum-koeln.de/duesseldorf-cv/betreuung_pflege_senioren/altenzentren/st._josefhaus/;Markus Peters, Markus Nikolaus, Finanzvorstand Autor, Ellen Bertke;impressum:https://www.caritas-koeln.de/impressum/;Pflegeberatung Caritasverband Düsseldorf;api:ansprechpartner;;;;;;https://www.caritasnet.de/themen/behinderung-inklusion/newsletter/;complete;tel:api | mail:api | addr:api
